college_name,state,stream,affiliation,website,placement_officer_name,placement_email,placement_phone,backup_emails_found,backup_phones_found,fallback_contact_email,fallback_contact_phone,confidence_score,source_urls,email_verified,last_scraped,status,outreach_status
B.M.S. COLLEGE OF ENGINEERING,Karnataka,Engineering,,http://www.bmsce.ac.in/,,,+91-8026622130,info@bmsce.ac.in,+91-8026614357,info@bmsce.ac.in,,95,"http://www.bmsce.ac.in/, https://www.bmsce.ac.in/, http://www.bmsce.ac.in/placement, http://www.bmsce.ac.in/placements, http://www.bmsce.ac.in/placement-cell, http://www.bmsce.ac.in/training-and-placement, http://www.bmsce.ac.in/contact, http://www.bmsce.ac.in/contact-us",0,2026-08-03T05:42:25+00:00,Needs Follow-up,New
B.Sathyabama University BE /B.Tech,Tamil Nadu,Engineering,,https://www.sathyabama.ac.in/,,,,,,,+91-9600038122,100,,0,2026-08-02T11:04:56+00:00,Failed,New
B.V.C College of Engineering,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),http://www.bvcr.edu.in,,bvcr@bvcgroup.in,,,+91-9704578666,bvcr@bvcgroup.in,+91-9701599918,0,,0,,Needs Follow-up,New
BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,Karnataka,Engineering,,https://bietdvg.edu/,,,,"principal@bietdvg.edu, webmaster@bietdvg.edu",+91-8192222245,principal@bietdvg.edu,+91-8192222245,95,"https://bietdvg.edu/admission/contact, https://bietdvg.edu/facilities/garbage, https://bietdvg.edu/ranking.html, https://bietdvg.edu/alumini/alumni_corner_events, https://bietdvg.edu/facilities/internet, https://bietdvg.edu/facilities/ewaste",0,2026-08-02T12:22:37+00:00,Needs Follow-up,New
"BITS Pilani, Hyderabad Campus",Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://www.bits-pilani.ac.in/placement/,,webmaster@pilani.bits-pilani.ac.in,,,,webmaster@pilani.bits-pilani.ac.in,,0,,0,,Needs Follow-up,New
BMS College for Women,Karnataka,BCA,Bangalore University,https://www.bmscw.edu.in,,enquiry@bmscw.edu.in,,principal@bmscw.edu.in,"+91-9481237933, +91-7338367755, +91-8026601836",enquiry@bmscw.edu.in,+91-9481237930,0,,0,,Needs Follow-up,New
BMS College of Commerce and Management - BMSCCM Bangalore,Karnataka,BCA,,https://www.bmsccm.ac.in/,,,,"principal@bmsccm.ac.in, principal.bmsccm@gmail.com","+91-8026610174, +91-9620225400",principal@bmsccm.ac.in,+91-8026610174,100,"https://www.bmsccm.ac.in/, https://www.bmsccm.ac.in/registrationForAdmission/enquiry.php, https://www.bmsccm.ac.in/index.html, https://www.bmsccm.ac.in/placement, https://www.bmsccm.ac.in/placements, https://www.bmsccm.ac.in/placement-cell, https://www.bmsccm.ac.in/training-and-placement, https://www.bmsccm.ac.in/contact",0,2026-08-02T13:58:36+00:00,Needs Follow-up,New
BMS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Karnataka,Engineering,,https://bmsit.ac.in/,,,+91-8026611636,"principal@bmsit.in, pranavraikote@gmail.com, shinolavenus@gmail.com, deepashasingh1@gmail.com, ankithalasagi@gmail.com, akankshraosr@gmail.com","+91-8026146800, +91-8026146829, +91-9741590336, +91-8026146852, +91-8026146856",principal@bmsit.in,,65,"https://bmsit.ac.in/career.php, https://bmsit.ac.in/contact-details.php, https://bmsit.ac.in/, https://bmsit.ac.in/research-scholars.php, https://bmsit.ac.in/nba-dcp.php, https://bmsit.ac.in/news-details.php?url=3, https://bmsit.ac.in/principal.php, https://bmsit.ac.in/library-facilities.php",0,2026-08-03T11:22:01+00:00,Needs Follow-up,New
BNM INSTITUTE OF TECHNOLOGY,Karnataka,Engineering,,https://bit-bangalore.edu.in/,,,,,,,,95,https://bit-bangalore.edu.in/,0,2026-08-03T11:23:49+00:00,Failed,New
"BRAU SriKakulam - Dr BR Ambedkar University, Srikakulam",Andhra Pradesh,Engineering,,https://brau.edu.in/,,,+91-8942240900,"info@brau.edu.in, examsectiondrbrau@gmail.com",,info@brau.edu.in,,100,"https://brau.edu.in/studentcorner/career-development-centre, https://brau.edu.in/, https://brau.edu.in/facilities/hostel-for-boys, https://brau.edu.in/newsandevents/news?id=248, https://brau.edu.in/newsandevents/news?id=277, https://brau.edu.in/newsandevents/news?id=301, https://brau.edu.in/info/rti-act, https://brau.edu.in/newsandevents/news?id=309",0,2026-08-02T13:02:22+00:00,Needs Follow-up,New
"BSAU Chennai (Crescent) - BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",Tamil Nadu,Engineering,,http://www.crescent-institute.edu.in/web/index.php,,,,cdoesupport@crescent.education,"+91-9543277888, +91-4422751347, +91-4422751348",cdoesupport@crescent.education,+91-9543277888,90,"http://www.crescent-institute.edu.in/web/contact-us.php, http://www.crescent-institute.edu.in/web/mca-syllabus.php, http://www.crescent-institute.edu.in/web/index-2.html, http://www.crescent-institute.edu.in/web/mca.php, http://www.crescent-institute.edu.in/web/visionary-team.php, http://www.crescent-institute.edu.in/web/people-mca.php",0,2026-08-02T16:39:18+00:00,Needs Follow-up,New
BVRIT Hyderabad College of Engineering for Women,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://bvrithyderabad.edu.in/placements/training-and-placement-team/,,info@bvrithyderabad.edu.in,,"principal@bvrithyderabad.edu.in, principal@bvrithyderabad.edu.in",,info@bvrithyderabad.edu.in,+91-4042417773,0,,0,,Needs Follow-up,New
"BVV Sangha's Basaveshwar Engineering College, Bagalkot",Karnataka,Engineering,,https://becbgk.edu/,,,,"81963becprincipal@yahoo.comresults, 14872becbgklibrary@gmail.comcentral",,becprincipal@yahoo.com,+91-7618781963,65,"https://www.becbgk.edu/institute/contact, https://www.becbgk.edu/institute/about, https://becbgk.edu/, https://www.becbgk.edu/departments, https://www.becbgk.edu/student-life/overview, https://www.becbgk.edu/library, https://www.becbgk.edu/research",0,2026-08-02T10:59:57+00:00,Needs Follow-up,New
Badari Institute of Technology & Sciences for Women,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),https://ists.ac.in/placements/students-placed/,,info@ists.ac.in,,"istswomens101@gmail.com, aoists2020@gmail.com, principal@ists.ac.in, ao@ists.ac.in, istswomens101@gmail.com, aoists2020@gmail.com, principal@ists.ac.in, ao@ists.ac.in",+91-9505506101,info@ists.ac.in,+91-9505506111,0,,0,,Needs Follow-up,New
"Bahubali College of Engineering, Shravanabelagola",Karnataka,Engineering,VTU,https://shravanabelagola.org/bce,,principal@bce.org.in,,,"+91-9844806605, +91-9980665745",principal@bce.org.in,+91-9243505666,0,,0,,Needs Follow-up,New
"Ballari Institute of Technology and Management, Bellary",Karnataka,Engineering,VTU,http://www.bitm.edu.in/,,9035069651info@bitm.edu.in,,"bitmbly@gmail.com, info@bitm.edu.in","+91-9902499388, +91-8392237167",9035069651info@bitm.edu.in,+91-9035069651,0,,0,,Needs Follow-up,New
Banaras Hindu University,Andhra Pradesh,Engineering,,https://www.bhu.ac.in/,,,,,,,,95,"https://www.bhu.ac.in/, https://www.bhu.ac.in/Home/%7B%7BLang%7D%7D_2_16, https://www.bhu.ac.in/Search/1_2_16, https://www.bhu.ac.in/placement, https://www.bhu.ac.in/placements, https://www.bhu.ac.in/placement-cell, https://www.bhu.ac.in/training-and-placement, https://www.bhu.ac.in/contact",0,2026-08-02T11:43:53+00:00,Failed,New
"Bangalore College of Engineering and Technology, Bangalore",Karnataka,Engineering,VTU,https://bcet.co.in/,,bcetcollege@yahoo.com,,,,bcetcollege@yahoo.com,+91-9742258636,0,,0,,Needs Follow-up,New
"Bangalore Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://bit-bangalore.edu.in/placement-team,,placement@bit-bangalore.edu.in,,"bitplacement@yahoo.com, deekshithas@bit-bangalore.edu.in, gangadharasbit@gmail.com, nalinar@bit-bangalore.edu.in, anjan.mips@gmail.com, vanisrin@gmail.com, dpksreeram@gmail.com, lakshmi174.r@gmail.com, krishnar@bit-bangalore.edu.in, poornachandrathejaswis@bit-bangalore.edu.in, sudhab@bit-bangalore.edu.in, prathima005@gmail.com, usha@bit-bangalore.edu.in, kempannam@bit-bangalore.edu.in, spoorthia@bit-bangalore.edu.in, nisargam@bit-bangalore.edu.in, shylajav@bit-bangalore.edu.in, manjushreens@bit-bangalore.edu.in, ashok0584@gmail.com, bitdharma@gmail.com, principalbit4@gmail.com, principal@bit-bangalore.edu.in","+91-9900262772, +91-8022422741, +91-8050896634, +91-8867083215, +91-9880879754, +91-9448554852, +91-9945824760, +91-9538242447, +91-9886746450, +91-9901398846, +91-9449165763, +91-9980103459, +91-9611999441, +91-9945655545, +91-9972001401, +91-9743198279, +91-9742472074, +91-9901607567, +91-8884314850, +91-9986091750, +91-9743375045, +91-8026615865",placement@bit-bangalore.edu.in,+91-9902984984,0,,0,,Needs Follow-up,New
"Bangalore University Mysore Road, Bangalore",Karnataka,BCA,,https://www.bangaloreuniversityac.in/,,,,,,,,70,https://www.bangaloreuniversityac.in/,0,2026-08-02T13:50:34+00:00,Failed,New
"Bangalore University, Bangalore",Karnataka,BCA,Bangalore University,https://ddebubonline.in/contact-us.html,,admission@ddebubonline.in,,,,admission@ddebubonline.in,+91-8046807810,0,,0,,Needs Follow-up,New
Bannari Amman Institute of Technology,Tamil Nadu,Engineering,Anna University,https://www.bitsathy.ac.in/,,placement@bitsathy.ac.in,,"stayahead@bitsathy.ac.in, stayahead@bitsathy.ac.in","+91-4295226087, +91-9677851471, +91-9600975790, +91-9965617722, +91-8344833839, +91-9597391293, +91-8523991483, +91-4295226000, +91-9942921289",placement@bitsathy.ac.in,+91-4295226086,0,,0,,Needs Follow-up,New
Best Group Of Institutions,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),https://www.risekrishnasaigandhi.edu.in/placements/,,rise_gandhi@yahoo.com,,,,rise_gandhi@yahoo.com,+91-9390262623,0,,0,,Needs Follow-up,New
Bharathi Dhasan Engineering College,Tamil Nadu,Engineering,Anna University,https://bec.ac.in/,,placement2@bec.ac.in,,"principal@bec.ac.in, principal@bec.ac.in",,placement2@bec.ac.in,+91-8939690965,0,,0,,Needs Follow-up,New
Bharatiya Engineering Science and Technology Innovation University Anantapur,Andhra Pradesh,BCA,,https://bestiu.edu.in/,,,,info@bestiu.edu.in,"+91-7780724443, +91-7015169593, +91-9113537950, +91-9492725055, +91-8977808389, +91-7989171905, +91-9900793954, +91-9573211737",info@bestiu.edu.in,+91-7780724443,65,"https://bestiu.edu.in/placements-3, https://bestiu.edu.in/, https://bestiu.edu.in/department/school-of-arts-and-management-studies-sams, https://bestiu.edu.in/agritech-and-innovation, https://bestiu.edu.in/event/fudan-university-delegation-visit-to-bengaluru-bestiu-india-foundation, https://bestiu.edu.in/event/blood-donation-camp, https://bestiu.edu.in/media-press-release/meeting-with-the-leadership-of-singapore-institute-of-management, https://bestiu.edu.in/sponsoring-body",0,2026-08-02T15:40:27+00:00,Needs Follow-up,New
"Bheemanna Khandre Institute of Technology, Bhalki",Karnataka,Engineering,VTU,http://www.recbhalki.org/index.php,,info@recbhalki.org,,vishal.more1@gmail.com,+91-8484262663,info@recbhalki.org,+91-8484262288,0,,0,,Needs Follow-up,New
Bhimavaram Institute of Engineering & Technology,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),https://www.bietbvrm.ac.in,,principal@bietbvrm.ac.in,,"biet.exams@gmail.com, biet.exams@gmail.com",,principal@bietbvrm.ac.in,+91-6301288818,0,,0,,Needs Follow-up,New
Bishop Heber College,Tamil Nadu,BCA,,https://www.bhc.edu.in/,,,,"itmanager@bhc.edu.in, enquiry@bhc.edu.in, principal@bhc.edu.in","+91-9363449640, +91-9677444776, +91-9363449641, +91-4312770136",itmanager@bhc.edu.in,+91-9363449640,95,"https://www.bhc.edu.in/about/contact, https://www.bhc.edu.in/about/best-practices, https://www.bhc.edu.in/about/downloads, https://www.bhc.edu.in/about/calendar, https://www.bhc.edu.in/about/roll-of-honour, https://www.bhc.edu.in/about/core-values, https://www.bhc.edu.in/about/genesis, https://www.bhc.edu.in/about/code-of-conduct",0,2026-08-02T14:25:26+00:00,Needs Follow-up,New
Bonam Venkata Chalamaiah Institute of Technology & Sciences,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),https://bvcits.edu.in,,principal@bvcits.edu.in,,,,principal@bvcits.edu.in,+91-9985422678,0,,0,,Needs Follow-up,New
"Brindavan College of Engineering, Bangalore",Karnataka,Engineering,VTU,https://engineering.brindavancollege.edu.in/,,admissions@brindavancollege.com,,,,admissions@brindavancollege.com,+91-9606487201,0,,0,,Needs Follow-up,New
Brindavan Group Of Institutions,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),http://brindavancollege.edu.in,,admissions@brindavancollege.com,,,+91-9606487201,admissions@brindavancollege.com,+91-8028478388,0,,0,,Needs Follow-up,New
Buchepalli Venkayamma Subbareddy Engineering College,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),https://www.bvsr.ac.in,,bvsrec@gmail.com,,"info@srkit.in, info@srkit.in",,bvsrec@gmail.com,+91-7093642555,0,,0,,Needs Follow-up,New
"C. Byre Gowda Institute of Technology, Kolar",Karnataka,Engineering,VTU,https://cbitkolar.edu.in/course/training-and-placements/,,placement@cbitkolar.edu.in,,principal@cbitkolar.edu.in,"+91-8660712181, +91-9482504004, +91-9945995599",placement@cbitkolar.edu.in,+91-9900269745,0,,0,,Needs Follow-up,New
CCS University,Andhra Pradesh,Engineering,,https://www.ccsuniversity.ac.in/,,,,,,,,100,,0,2026-08-03T12:12:14+00:00,Failed,New
CMR College of Engineering and Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.cmrec.ac.in,,principal@cmrec.ac.in,,"ao@cmrec.ac.in, exams@cmrec.ac.in, socialmedia@cmrec.ac.in, ao@cmrec.ac.in, exams@cmrec.ac.in, socialmedia@cmrec.ac.in",+91-9248727231,principal@cmrec.ac.in,+91-9248727229,0,,0,,Needs Follow-up,New
CMR Institute of Management Studies Bangalore,Karnataka,BCA,,https://cmr.edu.in/,,,,info@cmr.edu.in,"+91-9342900666, +91-9741846688, +91-8025426977, +91-8025426988, +91-7022007672, +91-8025453088, +91-8025426944, +91-8028524477, +91-8951993762, +91-6366982923, +91-6364937858, +91-8951993761, +91-8951993760, +91-6366982922, +91-9108542221, +91-9513444635",info@cmr.edu.in,+91-9342900666,65,"https://cmr.edu.in/placement-cell/, https://cmr.edu.in/about-cmru/, https://cmr.edu.in/, https://cmr.edu.in/alumni/, https://cmr.edu.in/resources/, https://cmr.edu.in/common-core-curriculum-ccc/, https://cmr.edu.in/cmru-admissions/",0,2026-08-02T14:04:32+00:00,Needs Follow-up,New
CMR Institute of Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://cmrithyderabad.edu.in/placement-team/,,cmrgitpo@gmail.com,,"tpo@cmritonline.ac.in, lasunil123@gmail.com, skruksana1708@cmritonline.ac.in, pradeepb26@cmritonline.ac.in, priyadharshini@cmritonline.ac.in, 26@cmritonline.ac.in, anupenugonda1998@cmritonline.ac.in, rampriya@cmritonline.ac.in, brk5599@cmritonline.ac.in, shivavemula537@cmritonline.ac.in, divya@cmritonline.ac.in, principalcmrit@gmail.com, tpo@cmritonline.ac.in, lasunil123@gmail.com, skruksana1708@cmritonline.ac.in, pradeepb26@cmritonline.ac.in, priyadharshini@cmritonline.ac.in, 26@cmritonline.ac.in, anupenugonda1998@cmritonline.ac.in, rampriya@cmritonline.ac.in, brk5599@cmritonline.ac.in, shivavemula537@cmritonline.ac.in, divya@cmritonline.ac.in, principalcmrit@gmail.com","+91-9704409222, +91-9247962737, +91-9533490685, +91-9014897700, +91-9505061025, +91-6381965789, +91-9703257256, +91-8106905835, +91-8978944747, +91-9989655997, +91-7702619212, +91-8096550646, +91-9247961234, +91-8008557612",cmrgitpo@gmail.com,+91-9248727214,0,,0,,Needs Follow-up,New
"CMR University, Bangalore",Karnataka,Engineering,,https://cmr.edu.in/,,careers@cmr.edu.in,+91-9342900666,"info@cmr.edu.in, dr.-ayesha-zubair_ph.d.-in-economics-commerce-alumna@4x-460x350.png, dr.-divyashree-d_ph.d.-in-science-computer-studies-alumna@4x-460x350.png, joshua-milton_bca-alumnus@4x-460x350.png","+91-9741846688, +91-7022007672, +91-8028524477, +91-8951993762, +91-6366982923, +91-6364937858, +91-8951993761, +91-8951993760, +91-6366982922, +91-9108542221, +91-9513444635, +91-8025426977, +91-8025426988, +91-8025453088, +91-8025426944",,,100,"https://cmr.edu.in/, https://cmr.edu.in/placement-cell/, https://cmr.edu.in/blog/cmr-university-placement-record-top-recruiters-highest-package-and-sector-wise-data/, https://cmr.edu.in/careers/, https://cmr.edu.in/category/careers-internships/, https://cmr.edu.in/contact/, https://cmr.edu.in/about-cmru/, https://cmr.edu.in/about-cmru/statutory-approvals/, https://cmr.edu.in/about-cmru/leadership/, https://cmr.edu.in/about-cmru/awards/",0,2026-08-03T08:44:51+00:00,Verified,New
"Cambridge Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://btibangalore.org/placements/,,placement@btibangalore.org,,"emailplacement@btibangalore.org, placement@btibangalore.org, principal@btibangalore.org",,nowprincipal@btibangalore.org,+91-7090404050,0,,0,,Needs Follow-up,New
"Canara Engineering College, Bantwal",Karnataka,Engineering,VTU,https://www.canaraengineering.in/,,canarait@gmail.com,,,,canarait@gmail.com,+91-8792727001,0,,0,,Needs Follow-up,New
Cavalier institutions,Karnataka,BCA,Bangalore University,https://www.cavalierinstitutions.com/careers,,info@cavalierinstitutions.com,,,,info@cavalierinstitutions.com,+91-8951605777,0,,0,,Needs Follow-up,New
"Central Tribal University of Andhra Pradesh, Vizianagaram",Andhra Pradesh,Engineering,,https://ctuapcuet.samarth.edu.in/,,,,,,,,65,,0,2026-08-02T12:41:37+00:00,Failed,New
"Centurion University of Technology and Management, Andhra Pradesh Vizianagaram",Andhra Pradesh,Engineering,,https://teamcenturion.com/,,,,contactusmarketing@teamcenturion.com,"+91-7037494600, +91-7039910629, +91-2037519814, +91-2036543339, +91-2032865800, +91-2036027772, +91-9592153400, +91-8555079900",contactusmarketing@teamcenturion.com,+91-7037494600,70,"https://teamcenturion.com/contact-us/, https://teamcenturion.com/about-us/, https://teamcenturion.com/job-search/, https://teamcenturion.com/find-help/, https://teamcenturion.com/newsroom/, https://teamcenturion.com/network-providers/, https://teamcenturion.com/correctional-care-solutions/, https://teamcenturion.com/alternative-incarceration-programs/",0,2026-08-02T12:06:27+00:00,Needs Follow-up,New
Chaitanya Bharathi Institute of Technology Society,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://cbit.ac.in/,,admissions_enquiry@cbit.ac.in,,"principal@cbit.ac.in, principal@cbit.ac.in",+91-8466997216,admissions_enquiry@cbit.ac.in,+91-8466997201,0,,0,,Needs Follow-up,New
"Chaitanya Bharathi Institute of Technology, Kadapa",Andhra Pradesh,Engineering,JNTUK,https://cbit.edu.in/,,tpo@cbit.edu.in,,"sreedhar.cse@cbit.edu.in, sreedhar.cse@cbit.edu.in",,tpo@cbit.edu.in,+91-7659807111,0,,0,,Needs Follow-up,New
Chaitanya Engineering College,Andhra Pradesh,Engineering,JNTUK/JNTUA (directory),http://cec.ac.in,,tpo@cec.ac.in,,"cao@cec.ac.in, cao@cec.ac.in",,tpo@cec.ac.in,+91-9989314488,0,,0,,Needs Follow-up,New
Chalapathi Institute of Engineering and Technology Guntur,Andhra Pradesh,Engineering,,https://chalapathiengg.ac.in/,,,+91-8333800596,"chalapathiengtech@yahoo.com, cietbshhod@chalapathiengg.ac.in",+91-8333800597,chalapathiengtech@yahoo.com,,100,"https://chalapathiengg.ac.in/career-guidance-training-placement-cell, https://chalapathiengg.ac.in/, https://chalapathiengg.ac.in/privacy-policy, https://chalapathiengg.ac.in/anti-ragging/, https://chalapathiengg.ac.in/aicte-approvels-accredation, https://chalapathiengg.ac.in/admission-intake, https://chalapathiengg.ac.in/finance-committee, https://chalapathiengg.ac.in/ncc",0,2026-08-02T12:11:22+00:00,Needs Follow-up,New
